userid,condition,choice,ID1,condition1,userid1,movie1,score1,movie2,score2,movie3,score3,movie4,score4,movie5,score5,movie6,score6,movie7,score7,movie8,score8,movie9,score9,movie10,score10,movie11,score11,movie12,score12,movie13,score13,movie14,score14,movie15,score15,movie16,score16,movie17,score17,movie18,score18,movie19,score19,movie20,score20,sat01,sat02,sat03,sat04,sat05,sat06,sat07,div08,div09,div10,div11,div12,div13,att14,att15,att16,att17,dif18,dif19,dif20,dif21,dif22,influ23,ratepos24,exp25,exp26,exp27,nrseen28,seen29,opmerkingen,rating,rec_set,recset,norating,size,Sat_comb,Diff_comb,Attr_comb,Var_comb,Sat_sep,Diff_sep,Attr_sep,Var_sep,freqpos1,freqpos2,freqpos3,freqpos4,freqpos5,freqpos6,freqpos7,freqpos8,freqpos9,freqpos10,freqpos11,freqpos12,freqpos13,freqpos14,freqpos15,freqpos16,freqpos17,freqpos18,freqpos19,freqpos20,durpos1,durpos2,durpos3,durpos4,durpos5,durpos6,durpos7,durpos8,durpos9,durpos10,durpos11,durpos12,durpos13,durpos14,durpos15,durpos16,durpos17,durpos18,durpos19,durpos20,choicepos,gender,age,totfreq,max_as1,max_as2,max_dif1,max_dif2,max_hs1,max_hs2,as,dif,hs,maxtot
251,Top20,crid://www.tue.nl/480,320,showtop20,251,crid://www.tue.nl/1721,39,crid://www.tue.nl/2081,38,crid://www.tue.nl/588,38,crid://www.tue.nl/364,37,crid://www.tue.nl/34,37,crid://www.tue.nl/1022,37,crid://www.tue.nl/480,37,crid://www.tue.nl/1,37,crid://www.tue.nl/356,37,crid://www.tue.nl/1907,37,crid://www.tue.nl/1356,37,crid://www.tue.nl/3114,37,crid://www.tue.nl/2687,37,crid://www.tue.nl/2018,37,crid://www.tue.nl/150,37,crid://www.tue.nl/1028,37,crid://www.tue.nl/2628,37,crid://www.tue.nl/3916,37,crid://www.tue.nl/1302,37,crid://www.tue.nl/1029,37,5,4,5,5,6,3,4,2,1,4,1,0,1,4,1,1,2,4,1,1,1,1,1,5,3,1,1,6,1,,rating,Top20,1,0,20,0.59,-0.14,-0.67,-2.13,0.38,-0.47,-0.1,-2.07,1,1,0,0,3,0,2,2,2,2,1,1,1,1,1,0,1,1,1,1,2.83,1.14,0,0,11.2,0,3.7,3.98,3.44,7,2.64,1.11,1.3,1.16,4.17,0,3.94,1.99,19.08,2.23,7, m,27,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,Lin20,crid://www.tue.nl/858,306,showexp20,113,crid://www.tue.nl/858,41,crid://www.tue.nl/50,41,crid://www.tue.nl/318,41,crid://www.tue.nl/527,40,crid://www.tue.nl/2858,40,crid://www.tue.nl/1361,38,crid://www.tue.nl/1292,37,crid://www.tue.nl/32,36,crid://www.tue.nl/1340,36,crid://www.tue.nl/1282,35,crid://www.tue.nl/314,35,crid://www.tue.nl/334,34,crid://www.tue.nl/364,34,crid://www.tue.nl/3057,33,crid://www.tue.nl/693,33,crid://www.tue.nl/1368,33,crid://www.tue.nl/1159,32,crid://www.tue.nl/2223,32,crid://www.tue.nl/57,32,crid://www.tue.nl/2836,31,5,4,6,6,5,2,6,4,5,5,5,2,5,5,0,5,4,4,2,5,4,2,1,2,5,6,4,10,1,"Bij het derde deel van de test miste ik duidelijk advies om goed de lijst met films door te lopen. Ik heb slechts globaal naar de lijst gekeken, terwijl het beter was geweest om goed de films op te nemen. Verder wel een interessant onderzoek.",rating,Lin20,2,0,20,0.52,1.16,0.96,0.41,0.74,1.41,0.78,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, m,27,0,6,3,5,2,4,5,4.5,3.5,4.5,4.166666667
104,Top20_NR,crid://www.tue.nl/2828,299,hidetop20,104,crid://www.tue.nl/1760,36,crid://www.tue.nl/1474,36,crid://www.tue.nl/585,36,crid://www.tue.nl/2152,36,crid://www.tue.nl/3157,36,crid://www.tue.nl/2059,36,crid://www.tue.nl/631,36,crid://www.tue.nl/2817,36,crid://www.tue.nl/1367,36,crid://www.tue.nl/2926,36,crid://www.tue.nl/837,36,crid://www.tue.nl/2828,36,crid://www.tue.nl/502,36,crid://www.tue.nl/2382,36,crid://www.tue.nl/2818,36,crid://www.tue.nl/1381,36,crid://www.tue.nl/38,36,crid://www.tue.nl/818,36,crid://www.tue.nl/355,36,crid://www.tue.nl/3392,36,5,5,5,5,5,2,5,4,4,1,4,3,4,4,1,2,2,2,0,3,1,1,1,1,6,4,5,5,0,,no_rating,Top20,1,1,20,0.31,-0.64,-0.33,0.31,0.38,-0.63,-0.36,0.37,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,0,3.04,1.15,6.19,2.48,1.05,1.82,3.24,2.08,3.49,4.99,4.83,2.85,1.83,2.99,1.98,2.88,3.99,2.86,1.26,0,12, f,25,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Top5_NR,crid://www.tue.nl/50,297,hidetop5,62,crid://www.tue.nl/318,39,crid://www.tue.nl/527,38,crid://www.tue.nl/2028,38,crid://www.tue.nl/2762,38,crid://www.tue.nl/50,37,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,5,3,5,4,3,3,6,5,4,3,4,2,3,4,0,4,5,4,2,2,1,1,3,0,6,2,3,3,0,NULL,no_rating,Top5,0,1,5,-0.35,0.32,0.33,-0.1,-0.51,-0.01,0.55,-0.19,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.39,6.08,2.48,1.61,10.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, m,26,7,5,3,3,6,2,6,4,4.5,4,4.166666667
157,Lin20,crid://www.tue.nl/1917,296,showexp20,157,crid://www.tue.nl/3753,42,crid://www.tue.nl/1917,42,crid://www.tue.nl/1101,40,crid://www.tue.nl/3825,40,crid://www.tue.nl/2431,40,crid://www.tue.nl/10,38,crid://www.tue.nl/1485,37,crid://www.tue.nl/886,37,crid://www.tue.nl/7,37,crid://www.tue.nl/2180,36,crid://www.tue.nl/1961,36,crid://www.tue.nl/1758,36,crid://www.tue.nl/987,36,crid://www.tue.nl/2496,35,crid://www.tue.nl/1629,35,crid://www.tue.nl/3149,35,crid://www.tue.nl/393,35,crid://www.tue.nl/914,35,crid://www.tue.nl/460,35,crid://www.tue.nl/340,34,6,5,6,6,6,1,6,5,1,1,5,2,2,4,0,1,2,0,0,2,1,1,6,6,4,1,1,2,1,,rating,Lin20,2,0,20,1.26,-1.33,-0.58,-0.15,1.32,-1.03,-0.42,-0.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, m,23,2,5,3,3,3,5,4,4,3,4.5,3.833333333
231,Top5,crid://www.tue.nl/3147,292,showtop5,231,crid://www.tue.nl/356,40,crid://www.tue.nl/2431,40,crid://www.tue.nl/110,40,crid://www.tue.nl/590,39,crid://www.tue.nl/3147,39,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,5,4,5,5,5,2,6,4,5,1,4,3,4,6,0,6,6,5,2,5,4,3,5,3,4,1,1,4,1,,rating,Top5,0,0,5,0.2,1.5,1.65,0.33,0.18,1.57,1.72,-0.05,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38,10.45,1.59,4.41,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, f,25,9,5,2,5,4,6,5,3.5,4.5,5.5,4.5
108,Top5_NR,crid://www.tue.nl/1924,290,hidetop5,108,crid://www.tue.nl/1924,39,crid://www.tue.nl/1760,38,crid://www.tue.nl/334,37,crid://www.tue.nl/3629,37,crid://www.tue.nl/126,37,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,3,4,2,1,1,6,0,4,3,1,4,5,4,1,6,0,0,5,3,2,2,1,1,4,4,3,3,1,0,ik vond de keuze van ' bekendere' films in de lijst met te beoordelen films erg beperkt. Ik ben zelf een groot liefhebber van Tarantino en andere films in dat genre. Die heb ik gemist.,no_rating,Top5,0,1,5,-2.91,1.01,-1.88,-0.05,-3.04,0.21,-2.17,0.35,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.21,9.22,15.34,2.03,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, f,31,8,5,2,2,6,2,6,3.5,4,4,3.833333333
103,Top5_NR,crid://www.tue.nl/2858,285,hidetop5,103,crid://www.tue.nl/318,44,crid://www.tue.nl/527,43,crid://www.tue.nl/2028,42,crid://www.tue.nl/2858,42,crid://www.tue.nl/110,42,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,5,4,5,5,5,5,6,4,4,4,2,2,4,4,1,6,6,2,1,4,1,0,4,4,2,0,0,5,1,,no_rating,Top5,0,1,5,0.01,-0.18,1.19,-0.87,0.23,-0.32,1.24,-1.08,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,4.21,1.2,4.25,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, f,25,6,3,1,1,3,2,5,2,2,3.5,2.5
207,Lin20,crid://www.tue.nl/2948,276,showexp20,207,crid://www.tue.nl/50,36,crid://www.tue.nl/3578,36,crid://www.tue.nl/2329,36,crid://www.tue.nl/1198,35,crid://www.tue.nl/2948,35,crid://www.tue.nl/2819,35,crid://www.tue.nl/1257,34,crid://www.tue.nl/2677,34,crid://www.tue.nl/1420,34,crid://www.tue.nl/3415,34,crid://www.tue.nl/3492,33,crid://www.tue.nl/145,33,crid://www.tue.nl/3823,33,crid://www.tue.nl/2236,33,crid://www.tue.nl/3430,33,crid://www.tue.nl/406,33,crid://www.tue.nl/2216,33,crid://www.tue.nl/1769,33,crid://www.tue.nl/2564,33,crid://www.tue.nl/958,32,5,5,5,5,5,4,5,5,5,2,5,2,5,4,1,3,1,4,2,4,4,5,3,4,3,1,1,6,1,,rating,Lin20,2,0,20,0.07,0.92,-0.15,0.9,0.11,1.37,-0.47,1.05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,4.1,0,0,0,0,0,0,2.81,0,0,0,0,0,4.99,3.67,5, f,47,5,1,5,1,1,4,2,3,1,3,2.333333333
132,Lin20,crid://www.tue.nl/110,272,showexp20,132,crid://www.tue.nl/1198,38,crid://www.tue.nl/110,38,crid://www.tue.nl/318,38,crid://www.tue.nl/2028,38,crid://www.tue.nl/1196,37,crid://www.tue.nl/3035,34,crid://www.tue.nl/588,34,crid://www.tue.nl/3789,33,crid://www.tue.nl/597,33,crid://www.tue.nl/440,33,crid://www.tue.nl/1444,33,crid://www.tue.nl/475,32,crid://www.tue.nl/2813,32,crid://www.tue.nl/785,32,crid://www.tue.nl/852,32,crid://www.tue.nl/715,32,crid://www.tue.nl/672,31,crid://www.tue.nl/3479,31,crid://www.tue.nl/2803,31,crid://www.tue.nl/2376,31,5,5,5,5,6,3,5,4,3,2,4,3,3,4,1,4,2,2,1,0,1,1,4,4,5,1,1,3,1,,rating,Lin20,2,0,20,0.5,-0.83,-0.08,-0.35,0.4,-1.03,0.11,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09,0,0,0,0,0,0,2, f,23,1,5,4,3,3,1,5,4.5,3,3,3.5
227,Top20,crid://www.tue.nl/1704,271,showtop20,227,crid://www.tue.nl/318,44,crid://www.tue.nl/50,43,crid://www.tue.nl/527,43,crid://www.tue.nl/2028,42,crid://www.tue.nl/3578,42,crid://www.tue.nl/2329,42,crid://www.tue.nl/2762,42,crid://www.tue.nl/1704,42,crid://www.tue.nl/2858,41,crid://www.tue.nl/110,41,crid://www.tue.nl/3147,40,crid://www.tue.nl/356,40,crid://www.tue.nl/2571,40,crid://www.tue.nl/1262,40,crid://www.tue.nl/3753,39,crid://www.tue.nl/593,39,crid://www.tue.nl/1193,39,crid://www.tue.nl/858,39,crid://www.tue.nl/678,39,crid://www.tue.nl/1246,39,6,4,6,6,6,2,6,4,4,1,4,1,5,6,0,6,4,4,2,5,2,4,3,5,5,3,3,7,1,"bij vraag 28 is een gokje, kan me niet precies herinneren hoeveel van de films ik al heb gezien, dan zou ik de lijst nogmaals moeten zien.",rating,Top20,1,0,20,1.1,0.96,1.51,0.31,1.14,1.19,1.46,0.04,3,3,1,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,12.59,18.82,1.79,1.96,4.77,14.62,1.47,4.3,3.38,2.23,1.49,4.78,4.01,1.34,4.01,1.91,8.67,1.17,3.08,1.18,8, f,26,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,Top5_NR,crid://www.tue.nl/527,270,hidetop5,230,crid://www.tue.nl/318,43,crid://www.tue.nl/2762,42,crid://www.tue.nl/1198,41,crid://www.tue.nl/527,41,crid://www.tue.nl/356,41,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,6,6,5,5,6,1,6,5,5,0,5,2,6,5,0,4,4,2,1,2,1,1,0,5,4,2,4,4,1,,no_rating,Top5,0,1,5,0.82,-0.77,0.45,1.18,0.7,-0.79,0.56,1.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, f,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,Lin20_NR,crid://www.tue.nl/169,262,hideexp20,247,crid://www.tue.nl/810,48,crid://www.tue.nl/3392,46,crid://www.tue.nl/2555,46,crid://www.tue.nl/1495,46,crid://www.tue.nl/169,45,crid://www.tue.nl/3646,40,crid://www.tue.nl/2786,39,crid://www.tue.nl/1126,38,crid://www.tue.nl/3324,37,crid://www.tue.nl/71,36,crid://www.tue.nl/2469,36,crid://www.tue.nl/237,35,crid://www.tue.nl/596,35,crid://www.tue.nl/508,35,crid://www.tue.nl/187,34,crid://www.tue.nl/2956,34,crid://www.tue.nl/2046,34,crid://www.tue.nl/2960,34,crid://www.tue.nl/660,33,crid://www.tue.nl/3371,33,5,5,5,4,4,4,5,3,3,4,3,2,4,3,2,3,1,3,2,2,3,1,1,5,3,0,1,1,1,,no_rating,Lin20,2,1,20,-0.28,0.27,-0.47,-0.68,-0.36,0.02,-0.54,-0.58,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2.53,2.47,1.71,1.33,3.07,1.37,2.22,1.76,1.25,2.51,3.68,1.2,2.05,2.56,2.75,1.46,1.61,2.01,5.61,1.17,5, f,24,22,5,2,3,5,2,2,3.5,4,2,3.166666667
87,Top5,crid://www.tue.nl/2571,256,showtop5,87,crid://www.tue.nl/2571,42,crid://www.tue.nl/2959,42,crid://www.tue.nl/1196,41,crid://www.tue.nl/1243,41,crid://www.tue.nl/32,41,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,5,4,5,5,5,3,6,4,4,3,3,2,4,5,1,4,4,4,3,3,3,3,2,4,5,3,3,3,1,,rating,Top5,0,0,5,0.16,0.92,0.6,-0.35,0.08,1.04,0.79,-0.44,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,10.33,0,0,24.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, f,26,3,5,3,4,3,4,4,4,3.5,4,3.833333333
86,Top5_NR,crid://www.tue.nl/318,250,hidetop5,86,crid://www.tue.nl/1196,41,crid://www.tue.nl/2571,41,crid://www.tue.nl/318,41,crid://www.tue.nl/1198,40,crid://www.tue.nl/1356,40,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,5,3,6,6,1,2,6,5,5,1,5,2,5,5,0,5,5,5,1,3,4,0,3,3,5,5,6,4,1,,no_rating,Top5,0,1,5,-0.04,1.21,1.02,1.05,-0.04,0.79,0.93,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, m,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,Top20,crid://www.tue.nl/3114,248,showtop20,146,crid://www.tue.nl/1356,37,crid://www.tue.nl/1374,36,crid://www.tue.nl/1196,36,crid://www.tue.nl/1372,35,crid://www.tue.nl/3114,35,crid://www.tue.nl/1198,35,crid://www.tue.nl/589,35,crid://www.tue.nl/1407,35,crid://www.tue.nl/2628,35,crid://www.tue.nl/1210,35,crid://www.tue.nl/1270,35,crid://www.tue.nl/480,35,crid://www.tue.nl/1376,35,crid://www.tue.nl/1265,35,crid://www.tue.nl/1,35,crid://www.tue.nl/1200,35,crid://www.tue.nl/3905,34,crid://www.tue.nl/3338,34,crid://www.tue.nl/527,34,crid://www.tue.nl/1214,34,4,4,5,2,4,5,4,1,1,5,1,0,1,1,4,1,1,3,3,2,4,2,2,3,5,2,4,3,0,Ik ben alweer vergeten welke films in de lijst met aanbevelingen stonden vanwege de enorme hoeveelheid star trek films... ik weet dus niet of mijn ingevulde aantallen kloppen,rating,Top20,1,0,20,-1.05,0.81,-1.54,-2.44,-1.21,0.61,-1.37,-2.27,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,5.49,9.78,0,0,0,0,0,0,4.27,6.49,0,0,0,1.37,1.49,0,5, f,26,7,1,2,6,3,2,4,1.5,4.5,3,3
122,Top20_NR,crid://www.tue.nl/1092,241,hidetop20,122,crid://www.tue.nl/126,38,crid://www.tue.nl/3753,38,crid://www.tue.nl/2431,38,crid://www.tue.nl/397,38,crid://www.tue.nl/1620,37,crid://www.tue.nl/3225,37,crid://www.tue.nl/2028,37,crid://www.tue.nl/1422,36,crid://www.tue.nl/1917,36,crid://www.tue.nl/2881,36,crid://www.tue.nl/3707,36,crid://www.tue.nl/2861,36,crid://www.tue.nl/1430,36,crid://www.tue.nl/2688,36,crid://www.tue.nl/3137,36,crid://www.tue.nl/1101,36,crid://www.tue.nl/3101,35,crid://www.tue.nl/1092,35,crid://www.tue.nl/1892,35,crid://www.tue.nl/3100,35,6,6,6,6,6,1,6,5,6,0,5,0,4,5,0,5,3,5,1,8,5,3,5,1,5,4,4,10,1,,no_rating,Top20,1,1,20,1.11,1.72,0.91,1.16,1.25,1.97,0.56,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.91,1.28,1.15,1.84,0,1.11,1.33,2.96,1,2.07,2,1.69,1.26,7.5,1.93,1.42,1.87,5.65,1.19,1.17,18, m,30,20,7,3,4,2,4,6,5,3,5,4.333333333
41,Top20,crid://www.tue.nl/1527,239,showtop20,41,crid://www.tue.nl/1356,37,crid://www.tue.nl/1372,36,crid://www.tue.nl/1374,36,crid://www.tue.nl/2628,36,crid://www.tue.nl/1376,36,crid://www.tue.nl/1210,36,crid://www.tue.nl/1196,36,crid://www.tue.nl/368,35,crid://www.tue.nl/1907,35,crid://www.tue.nl/3479,35,crid://www.tue.nl/1028,35,crid://www.tue.nl/1197,35,crid://www.tue.nl/3916,35,crid://www.tue.nl/2393,35,crid://www.tue.nl/2571,35,crid://www.tue.nl/3175,35,crid://www.tue.nl/1527,35,crid://www.tue.nl/440,35,crid://www.tue.nl/3114,35,crid://www.tue.nl/2724,35,5,4,5,5,5,1,6,5,5,1,4,3,4,4,0,4,2,4,2,4,2,0,4,5,6,2,4,6,1,NULL,rating,Top20,1,0,20,0.31,0.77,0.14,0.56,0.26,0.45,0,0.6,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,2,1,0,0,9.59,0,0,0,0,0,0,1.64,10.94,2.81,0,0,0,0,0,6.97,7.85,2.73,0,0,17, f,26,9,6,2,3,3,2,5,4,3,3.5,3.5
184,Lin20_NR,crid://www.tue.nl/318,236,hideexp20,184,crid://www.tue.nl/318,47,crid://www.tue.nl/858,46,crid://www.tue.nl/50,45,crid://www.tue.nl/527,45,crid://www.tue.nl/2019,45,crid://www.tue.nl/2959,39,crid://www.tue.nl/3905,37,crid://www.tue.nl/1960,35,crid://www.tue.nl/32,34,crid://www.tue.nl/3543,33,crid://www.tue.nl/2274,33,crid://www.tue.nl/3384,32,crid://www.tue.nl/247,31,crid://www.tue.nl/1517,31,crid://www.tue.nl/1050,30,crid://www.tue.nl/1885,29,crid://www.tue.nl/1695,28,crid://www.tue.nl/3569,27,crid://www.tue.nl/1770,27,crid://www.tue.nl/3110,26,5,5,5,4,4,3,5,4,3,1,4,1,4,2,1,4,2,1,1,2,1,1,5,4,1,0,1,2,0,Ik vond dat er erg veel (teveel) oude films bij de keuzes zaten.,no_rating,Lin20,2,1,20,-0.16,-0.71,-0.41,-0.03,-0.19,-0.83,-0.59,0.07,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,32.49,0,0,1.67,1.34,0,0,0,0,1.34,0,0,1.97,0,0,0,0,5.56,0,0,1, f,22,7,5,2,5,5,2,5,3.5,5,3.5,4
223,Top20,crid://www.tue.nl/1189,228,showtop20,223,crid://www.tue.nl/3134,38,crid://www.tue.nl/923,38,crid://www.tue.nl/670,38,crid://www.tue.nl/1260,38,crid://www.tue.nl/3089,38,crid://www.tue.nl/3307,37,crid://www.tue.nl/1252,37,crid://www.tue.nl/3629,37,crid://www.tue.nl/922,37,crid://www.tue.nl/1212,37,crid://www.tue.nl/2731,37,crid://www.tue.nl/162,37,crid://www.tue.nl/2019,37,crid://www.tue.nl/1189,37,crid://www.tue.nl/3808,37,crid://www.tue.nl/3435,37,crid://www.tue.nl/53,36,crid://www.tue.nl/334,36,crid://www.tue.nl/2360,36,crid://www.tue.nl/1348,36,4,5,5,2,4,6,3,5,5,1,3,2,2,1,3,1,1,4,1,2,1,1,1,1,5,4,4,0,0,Onderzoek was duidelijk. Eventueel gebruik maken van een wat geupdate filmdatabase.,rating,Top20,1,0,20,-0.83,-0.03,-1.84,-0.09,-1.07,-0.58,-1.76,0.29,1,1,2,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,9.69,12.22,4.81,9.83,7.54,2.1,11.47,0,1.71,6.03,5.23,3.22,12.82,21.72,0,0,1.19,0,0,0,14, m,24,15,5,2,4,5,5,4,3.5,4.5,4.5,4.166666667
71,Top20_NR,crid://www.tue.nl/318,222,hidetop20,71,crid://www.tue.nl/318,46,crid://www.tue.nl/527,45,crid://www.tue.nl/50,43,crid://www.tue.nl/858,42,crid://www.tue.nl/670,42,crid://www.tue.nl/2858,42,crid://www.tue.nl/1193,42,crid://www.tue.nl/1207,41,crid://www.tue.nl/912,41,crid://www.tue.nl/2019,41,crid://www.tue.nl/2028,41,crid://www.tue.nl/2762,41,crid://www.tue.nl/3338,41,crid://www.tue.nl/593,41,crid://www.tue.nl/1198,41,crid://www.tue.nl/1262,41,crid://www.tue.nl/953,41,crid://www.tue.nl/1204,41,crid://www.tue.nl/3030,41,crid://www.tue.nl/1234,40,5,4,5,5,5,1,6,5,5,0,4,1,4,5,0,4,4,4,1,4,2,1,5,1,6,3,3,5,1,NULL,no_rating,Top20,1,1,20,0.35,0.54,0.62,0.67,0.31,0.38,0.66,0.53,1,1,2,0,0,0,0,0,0,1,0,2,1,1,1,1,2,1,1,1,4.91,2.8,5.81,0,0,0,0,0,0,2.59,0,2.31,2.06,6.09,1.3,2.31,4.25,1.8,4.74,7.47,1, f,26,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Top20_NR,crid://www.tue.nl/1206,220,hidetop20,22,crid://www.tue.nl/608,40,crid://www.tue.nl/111,40,crid://www.tue.nl/2395,40,crid://www.tue.nl/2997,40,crid://www.tue.nl/1230,39,crid://www.tue.nl/162,39,crid://www.tue.nl/1248,39,crid://www.tue.nl/1206,39,crid://www.tue.nl/1228,39,crid://www.tue.nl/3160,39,crid://www.tue.nl/1199,39,crid://www.tue.nl/1361,39,crid://www.tue.nl/1252,39,crid://www.tue.nl/1288,39,crid://www.tue.nl/2076,39,crid://www.tue.nl/3134,39,crid://www.tue.nl/2858,39,crid://www.tue.nl/923,39,crid://www.tue.nl/3089,38,crid://www.tue.nl/1089,38,2,4,5,4,4,2,6,1,5,5,2,1,2,4,3,4,3,2,3,3,1,1,1,5,4,2,3,2,0,NULL,no_rating,Top20,1,1,20,-0.82,0.27,0.08,-1.41,-0.75,0.3,0.27,-1.43,1,1,0,1,0,1,2,1,0,0,1,1,1,0,1,1,1,1,1,0,1.29,2.84,0,2.65,0,1.99,3.52,4.54,0,0,2.14,5.22,2.24,0,2.66,2.73,2.57,2.36,1.31,0,8, f,23,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Top5_NR,crid://www.tue.nl/110,211,hidetop5,69,crid://www.tue.nl/318,38,crid://www.tue.nl/110,38,crid://www.tue.nl/2858,38,crid://www.tue.nl/2028,37,crid://www.tue.nl/1704,37,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,6,5,6,6,6,0,6,5,5,0,5,1,5,6,0,4,5,4,1,2,0,0,5,1,5,1,3,5,1,NULL,no_rating,Top5,0,1,5,1.42,-0.28,0.68,1.01,1.27,-0.64,1.08,0.86,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,2.96,2.54,5.87,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, f,22,7,6,4,2,2,6,4,5,2,5,4
25,Lin20,crid://www.tue.nl/3627,209,showexp20,25,crid://www.tue.nl/1199,38,crid://www.tue.nl/2858,38,crid://www.tue.nl/541,38,crid://www.tue.nl/1248,38,crid://www.tue.nl/1208,38,crid://www.tue.nl/2937,35,crid://www.tue.nl/128,34,crid://www.tue.nl/322,33,crid://www.tue.nl/1942,33,crid://www.tue.nl/1069,33,crid://www.tue.nl/3348,33,crid://www.tue.nl/3220,32,crid://www.tue.nl/2596,32,crid://www.tue.nl/887,32,crid://www.tue.nl/3627,31,crid://www.tue.nl/1542,31,crid://www.tue.nl/1898,31,crid://www.tue.nl/3251,30,crid://www.tue.nl/1532,30,crid://www.tue.nl/3028,30,4,4,5,3,3,4,5,5,5,1,5,1,2,3,2,4,3,5,3,2,5,1,2,0,5,0,2,0,0,NULL,rating,Lin20,2,0,20,-0.91,1.52,-0.3,0.38,-1.14,1.03,-0.3,0.42,3,3,2,2,3,2,1,2,1,1,1,0,1,2,0,0,0,1,0,1,27.2,26.78,25.7,19.8,10.31,3.75,1.3,3.7,1.33,2.67,3.5,0,1.17,6.59,0,0,0,1.64,0,1.49,15, f,23,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
